"Sample"	"Contamination Status"	"Overall Homoplasmies"	"Overall Heteroplasmies"	"Sample Coverage"	"Major Haplogroup"	"Major Haplogroup Quality"	"Minor Haplogroup"	"Minor Haplogroup Quality"	"Amount Major Homoplasmies"	"Amount Minor Homoplasmies"	"Amount Major Heteroplasmies"	"Amount Minor Heteroplasmies"	"Major Heteroplasmy Level"	"Minor Heteroplasmy Level"	"Distance"	"Clusters"
"HG01938.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"37"	"16"	"1913"	"D1"	"0.954"	"D1"	"0.907"	"30"	"30"	"0"	"0"	" "	" "	"0"	""
"HG01939.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"37"	"20"	"2840"	"D1"	"0.931"	"D1"	"0.890"	"30"	"30"	"0"	"0"	" "	" "	"0"	""
"HG01941.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"32"	"28"	"2426"	"B2"	"0.813"	"B2"	"0.770"	"23"	"23"	"0"	"0"	" "	" "	"0"	""
"HG01942.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"44"	"24"	"1780"	"C"	"0.914"	"C"	"0.910"	"33"	"33"	"0"	"0"	" "	" "	"0"	""
"HG01944.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"41"	"21"	"2267"	"C"	"0.900"	"C"	"0.871"	"33"	"33"	"0"	"0"	" "	" "	"0"	""
"HG01945.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"29"	"18"	"2111"	"B2"	"0.838"	"B2"	"0.840"	"22"	"22"	"0"	"0"	" "	" "	"0"	""
"HG01947.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"40"	"22"	"2804"	"C"	"0.928"	"C"	"0.926"	"33"	"33"	"0"	"0"	" "	" "	"0"	""
"HG01948.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"37"	"20"	"1985"	"C"	"0.931"	"C"	"0.886"	"31"	"31"	"0"	"0"	" "	" "	"0"	""
"HG01950.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"43"	"14"	"2816"	"C"	"0.885"	"C"	"0.885"	"33"	"33"	"0"	"0"	" "	" "	"0"	""
"HG01951.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"31"	"22"	"2495"	"A2"	"0.947"	"A2"	"0.913"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG01953.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"35"	"17"	"177"	"B2b"	"0.824"	"B2b"	"0.801"	"24"	"24"	"0"	"0"	" "	" "	"0"	""
"HG01954.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"29"	"11"	"208"	"A2+(64)"	"0.981"	"A2+(64)"	"0.922"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"HG01956.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam"	"NO"	"76"	"18"	"2648"	"L1b2"	"0.976"	"L1b2"	"0.946"	"72"	"72"	"0"	"0"	" "	" "	"0"	""
"HG01958.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam"	"NO"	"54"	"14"	"1149"	"L2a1e1"	"0.975"	"L2a1e1"	"0.949"	"51"	"51"	"0"	"0"	" "	" "	"0"	""
"HG01961.mapped.ILLUMINA.bwa.PEL.low_coverage.20121211.bam"	"NO"	"40"	"7"	"106"	"C"	"0.926"	"C"	"0.901"	"33"	"33"	"0"	"0"	" "	" "	"0"	""
"HG01965.mapped.ILLUMINA.bwa.PEL.low_coverage.20121211.bam"	"NO"	"40"	"7"	"73"	"C"	"0.898"	"C"	"0.866"	"32"	"32"	"0"	"0"	" "	" "	"0"	""
"HG01967.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"31"	"19"	"173"	"B2b"	"0.839"	"B2b"	"0.775"	"24"	"24"	"0"	"0"	" "	" "	"0"	""
"HG01968.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"30"	"32"	"194"	"B2b"	"0.820"	"B2b"	"0.702"	"23"	"23"	"0"	"0"	" "	" "	"0"	""
"HG01970.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"27"	"36"	"183"	"B2"	"0.844"	"B2+16278"	"0.724"	"22"	"22"	"0"	"0"	" "	" "	"1"	""
"HG01971.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"32"	"33"	"227"	"B2b"	"0.845"	"B2b"	"0.686"	"23"	"23"	"0"	"0"	" "	" "	"0"	""
"HG01973.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"28"	"33"	"189"	"B2"	"0.845"	"B2"	"0.742"	"23"	"23"	"0"	"0"	" "	" "	"0"	""
"HG01974.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"32"	"25"	"225"	"B2"	"0.825"	"B2"	"0.740"	"23"	"23"	"0"	"0"	" "	" "	"0"	""
"HG01976.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"15"	"9"	"196"	"H13a1a1"	"0.939"	"H13a1a1"	"0.816"	"12"	"12"	"0"	"0"	" "	" "	"0"	""
"HG01977.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"29"	"10"	"189"	"B2"	"0.888"	"B2"	"0.798"	"23"	"23"	"0"	"0"	" "	" "	"0"	""
"HG01979.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"34"	"19"	"218"	"B2"	"0.771"	"B2"	"0.724"	"23"	"23"	"0"	"0"	" "	" "	"0"	""
"HG01980.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"32"	"14"	"261"	"B2"	"0.820"	"B2"	"0.782"	"23"	"23"	"0"	"0"	" "	" "	"0"	""
"HG01982.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"46"	"16"	"1719"	"C"	"0.879"	"C"	"0.872"	"33"	"33"	"0"	"0"	" "	" "	"0"	""
"HG01985.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam"	"NO"	"36"	"11"	"1984"	"L3e1"	"0.916"	"L3e1"	"0.907"	"29"	"29"	"0"	"0"	" "	" "	"0"	""
"HG01986.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam"	"NO"	"79"	"15"	"1421"	"L1c3a"	"0.976"	"L1c3a"	"0.946"	"74"	"74"	"0"	"0"	" "	" "	"0"	""
"HG01988.mapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam"	"NO"	"79"	"5"	"133"	"L1b1a7"	"0.981"	"L1b1a7"	"0.976"	"74"	"74"	"0"	"0"	" "	" "	"0"	""
"HG01989.mapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam"	"NO"	"55"	"4"	"132"	"L2c"	"0.986"	"L2c3"	"0.979"	"52"	"52"	"0"	"0"	" "	" "	"1"	""
"HG01990.mapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam"	"NO"	"81"	"18"	"1939"	"L1c3a1a"	"0.964"	"L1c3a1a"	"0.951"	"75"	"75"	"0"	"0"	" "	" "	"0"	""
"HG01991.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"28"	"33"	"442"	"B2"	"0.821"	"B2"	"0.697"	"22"	"22"	"0"	"0"	" "	" "	"0"	""
"HG01992.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"34"	"18"	"341"	"B2b"	"0.804"	"B2b"	"0.742"	"24"	"24"	"0"	"0"	" "	" "	"0"	""
"HG01997.mapped.ILLUMINA.bwa.PEL.low_coverage.20130415.bam"	"NO"	"33"	"9"	"104"	"D1"	"0.925"	"D1"	"0.823"	"25"	"25"	"0"	"0"	" "	" "	"0"	""
"HG02002.mapped.ILLUMINA.bwa.PEL.low_coverage.20130415.bam"	"NO"	"29"	"22"	"2081"	"B2b+152"	"0.812"	"B2b+152"	"0.795"	"24"	"24"	"0"	"0"	" "	" "	"0"	""
"HG02003.mapped.ILLUMINA.bwa.PEL.low_coverage.20130415.bam"	"NO"	"33"	"23"	"2530"	"B2b"	"0.829"	"B2b+152"	"0.785"	"24"	"24"	"0"	"0"	" "	" "	"1"	""
"HG02006.mapped.ILLUMINA.bwa.PEL.low_coverage.20130415.bam"	"NO"	"38"	"21"	"2279"	"L3e3b1"	"1.000"	"L3e3b1"	"0.973"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"HG02008.mapped.ILLUMINA.bwa.PEL.low_coverage.20130415.bam"	"NO"	"35"	"3"	"117"	"D1"	"0.980"	"D1"	"0.951"	"30"	"30"	"0"	"0"	" "	" "	"0"	""
"HG02009.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam"	"NO"	"50"	"18"	"375"	"L2a1i"	"0.983"	"L2a1i"	"0.882"	"47"	"47"	"0"	"0"	" "	" "	"0"	""
"HG02010.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam"	"NO"	"84"	"13"	"369"	"L1c1d1"	"0.970"	"L1c1d1"	"0.962"	"79"	"79"	"0"	"0"	" "	" "	"0"	""
"HG02012.mapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam"	"NO"	"36"	"18"	"2425"	"L3e2a1a"	"0.961"	"L3e2a1a"	"0.857"	"32"	"32"	"1"	"0"	"0.660"	" "	"0"	"0.66 (1);"
"HG02013.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam"	"NO"	"35"	"15"	"2235"	"L3e1a3b"	"0.953"	"L3e1a3b"	"0.945"	"31"	"31"	"0"	"0"	" "	" "	"0"	""
"HG02014.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam"	"NO"	"86"	"10"	"297"	"L1c1c"	"0.927"	"L1c1c"	"0.923"	"75"	"75"	"0"	"0"	" "	" "	"0"	""
"HG02016.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"37"	"14"	"1226"	"M23'75"	"0.803"	"M23'75"	"0.791"	"22"	"22"	"0"	"0"	" "	" "	"0"	""
"HG02017.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"28"	"21"	"1455"	"R9b1a1a"	"0.936"	"R9b1a1a"	"0.866"	"23"	"23"	"0"	"0"	" "	" "	"0"	""
"HG02019.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"38"	"25"	"1280"	"M7b1a1"	"0.973"	"M7b1a1+(16192)"	"0.936"	"38"	"38"	"0"	"0"	" "	" "	"1"	""
"HG02020.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"24"	"15"	"1996"	"R9c"	"0.886"	"R9c"	"0.826"	"17"	"17"	"0"	"0"	" "	" "	"0"	""
"HG02023.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"33"	"19"	"2286"	"F1f"	"0.920"	"F1f"	"0.893"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG02025.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"43"	"21"	"4429"	"M10a1a1b1"	"0.962"	"M10a1a1b1"	"0.950"	"42"	"42"	"0"	"0"	" "	" "	"0"	""
"HG02026.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"26"	"14"	"4107"	"Y1b1a"	"1.000"	"Y1b1a"	"0.940"	"25"	"25"	"0"	"0"	" "	" "	"0"	""
"HG02028.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"38"	"11"	"1453"	"M74a"	"0.957"	"M74a"	"0.927"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"HG02029.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"31"	"22"	"2286"	"F1a4b"	"0.958"	"F1a4b"	"0.924"	"29"	"29"	"0"	"0"	" "	" "	"0"	""
"HG02031.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"40"	"13"	"1813"	"M7b1a1f"	"0.980"	"M7b1a1f"	"0.977"	"38"	"38"	"0"	"0"	" "	" "	"0"	""
"HG02032.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"23"	"8"	"2137"	"N9a6"	"0.945"	"N9a6"	"0.961"	"21"	"21"	"0"	"0"	" "	" "	"0"	""
"HG02035.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"24"	"4"	"115"	"R9b1b"	"0.948"	"R9b1b"	"0.942"	"20"	"20"	"0"	"0"	" "	" "	"0"	""
"HG02040.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"23"	"4"	"130"	"N9a10"	"0.976"	"N9a10"	"0.976"	"21"	"21"	"0"	"0"	" "	" "	"0"	""
"HG02047.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"YES"	"24"	"21"	"125"	"B5a1b1"	"0.883"	"R30"	"0.802"	"21"	"12"	"4"	"0"	"0.952"	" "	"8"	"0.943 (1);0.953 (2);0.959 (1);"
"HG02048.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"44"	"10"	"214"	"M7b1a1a2"	"0.965"	"M7b1a1a2"	"0.939"	"40"	"40"	"0"	"0"	" "	" "	"0"	""
"HG02049.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"24"	"19"	"149"	"B4c2"	"0.790"	"B4c2"	"0.752"	"17"	"17"	"0"	"1"	" "	"0.302"	"0"	"0.302 (1);"
"HG02050.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"31"	"18"	"2673"	"F2e"	"0.911"	"F2e"	"0.907"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG02051.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam"	"NO"	"51"	"9"	"1930"	"L2a1f"	"0.974"	"L2a1f"	"0.957"	"48"	"48"	"0"	"0"	" "	" "	"0"	""
"HG02052.mapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam"	"NO"	"95"	"13"	"3190"	"L1c1a2b"	"0.975"	"L1c1a2b"	"0.970"	"88"	"88"	"0"	"0"	" "	" "	"0"	""
"HG02053.mapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam"	"NO"	"91"	"15"	"2073"	"L1c1a2"	"0.921"	"L1c1a2"	"0.904"	"79"	"79"	"0"	"0"	" "	" "	"0"	""
"HG02054.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam"	"NO"	"33"	"18"	"1146"	"U6a3c"	"0.906"	"U6a3c"	"0.867"	"27"	"27"	"0"	"1"	" "	"0.058"	"0"	"0.058 (1);"
"HG02057.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"41"	"14"	"314"	"M7b1a1+(16192)"	"0.953"	"M7b1a1a"	"0.928"	"38"	"38"	"0"	"0"	" "	" "	"2"	""
"HG02058.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"YES"	"22"	"20"	"218"	"B5a1a"	"0.870"	"R0"	"0.736"	"18"	"9"	"6"	"0"	"0.955"	" "	"7"	"0.934 - 0.939 (2);0.961 - 0.969 (4);"
"HG02060.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"42"	"13"	"1839"	"M7b1a1e1"	"0.980"	"M7b1a1e1"	"0.991"	"41"	"41"	"0"	"0"	" "	" "	"0"	""
"HG02061.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"23"	"6"	"2035"	"R9b1b"	"0.979"	"R9b1b"	"0.979"	"21"	"21"	"0"	"0"	" "	" "	"0"	""
"HG02064.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"30"	"22"	"1464"	"B4b1a"	"0.769"	"B4b1a"	"0.789"	"21"	"21"	"0"	"0"	" "	" "	"0"	""
"HG02067.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"42"	"9"	"1182"	"M7b1a1a"	"0.956"	"M7b1a1"	"0.965"	"37"	"37"	"0"	"0"	" "	" "	"1"	""
"HG02069.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"28"	"17"	"239"	"B4b1c1"	"0.905"	"B4b1c1"	"0.869"	"25"	"25"	"0"	"0"	" "	" "	"0"	""
"HG02070.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"39"	"7"	"254"	"M51a2"	"0.998"	"M51a2"	"0.974"	"38"	"38"	"0"	"0"	" "	" "	"0"	""
"HG02072.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"25"	"16"	"250"	"R+16189"	"0.855"	"R+16189"	"0.819"	"12"	"12"	"0"	"0"	" "	" "	"0"	""
"HG02073.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"33"	"17"	"340"	"F1f"	"0.913"	"F1f"	"0.825"	"25"	"25"	"1"	"0"	"0.979"	" "	"0"	"0.979 (1);"
"HG02075.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"41"	"7"	"370"	"M7b1a1e1"	"1.000"	"M7b1a1e1"	"0.983"	"41"	"41"	"0"	"0"	" "	" "	"0"	""
"HG02076.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"25"	"26"	"294"	"B5a1"	"0.845"	"B5a1"	"0.781"	"20"	"20"	"0"	"0"	" "	" "	"0"	""
"HG02078.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"YES"	"25"	"26"	"259"	"B5a1"	"0.809"	"R30"	"0.783"	"19"	"12"	"3"	"0"	"0.967"	" "	"6"	"0.956 (1);0.971 (1);0.973 (1);"
"HG02079.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"42"	"11"	"298"	"M7b1a1f"	"0.979"	"M7b1a1f"	"0.953"	"39"	"39"	"0"	"0"	" "	" "	"0"	""
"HG02081.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"35"	"10"	"2784"	"M9a1a3"	"0.981"	"M9a1a3"	"0.968"	"32"	"32"	"0"	"0"	" "	" "	"0"	""
"HG02082.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"29"	"17"	"2669"	"F1f"	"0.946"	"F1f"	"0.923"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG02084.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"46"	"22"	"2257"	"M7b1a1a2"	"0.961"	"M7b1a1a2"	"0.939"	"41"	"41"	"0"	"0"	" "	" "	"0"	""
"HG02085.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"44"	"12"	"2213"	"M7b1a1a3"	"0.935"	"M7b1a1a3"	"0.924"	"40"	"40"	"0"	"0"	" "	" "	"0"	""
"HG02086.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"30"	"16"	"2440"	"B4c2"	"0.753"	"B4c2"	"0.753"	"20"	"20"	"0"	"0"	" "	" "	"0"	""
"HG02087.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"27"	"9"	"2159"	"R9b1a1a"	"0.955"	"R9b1a1a"	"0.916"	"23"	"23"	"0"	"0"	" "	" "	"0"	""
"HG02088.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"44"	"9"	"2272"	"M7b1a1"	"0.959"	"M7b1a1"	"0.919"	"38"	"38"	"0"	"0"	" "	" "	"0"	""
"HG02089.mapped.ILLUMINA.bwa.PEL.low_coverage.20130415.bam"	"NO"	"38"	"16"	"2573"	"B2"	"0.757"	"B2"	"0.748"	"23"	"23"	"0"	"0"	" "	" "	"0"	""
"HG02090.mapped.ILLUMINA.bwa.PEL.low_coverage.20130415.bam"	"NO"	"26"	"14"	"2203"	"B2b+152"	"0.906"	"B2b+152"	"0.906"	"25"	"25"	"0"	"0"	" "	" "	"0"	""
"HG02095.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam"	"NO"	"37"	"11"	"3229"	"L3d1b3"	"0.953"	"L3d1b3"	"0.953"	"32"	"32"	"0"	"0"	" "	" "	"0"	""
"HG02102.mapped.ILLUMINA.bwa.PEL.low_coverage.20130415.bam"	"NO"	"36"	"9"	"182"	"D1"	"0.951"	"D1"	"0.867"	"29"	"29"	"0"	"0"	" "	" "	"0"	""
"HG02104.mapped.ILLUMINA.bwa.PEL.low_coverage.20130415.bam"	"NO"	"35"	"14"	"3034"	"B2b"	"0.819"	"B2b"	"0.819"	"24"	"24"	"0"	"0"	" "	" "	"0"	""
"HG02105.mapped.ILLUMINA.bwa.PEL.low_coverage.20130415.bam"	"NO"	"42"	"12"	"2522"	"D4h3a9"	"0.982"	"D4h3a9"	"0.960"	"41"	"41"	"0"	"0"	" "	" "	"0"	""
"HG02107.mapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam"	"NO"	"41"	"19"	"9767"	"L3b1a7a"	"0.949"	"L3b1a7a"	"0.937"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"HG02108.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam"	"NO"	"83"	"17"	"1954"	"L1b1a3b"	"0.975"	"L1b1a3b"	"0.953"	"78"	"78"	"0"	"0"	" "	" "	"0"	""
"HG02111.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam"	"NO"	"82"	"15"	"1619"	"L0a1a+200"	"0.981"	"L0a1a+200"	"0.965"	"81"	"81"	"0"	"0"	" "	" "	"0"	""
"HG02113.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"29"	"15"	"2978"	"F1a'c'f"	"0.954"	"F1a'c'f"	"0.869"	"22"	"22"	"0"	"0"	" "	" "	"0"	""
"HG02116.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"43"	"13"	"1961"	"C4d"	"0.950"	"C4d"	"0.946"	"39"	"39"	"0"	"0"	" "	" "	"0"	""
"HG02121.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"44"	"5"	"201"	"M7b1a1f"	"0.965"	"M7b1a1f"	"0.968"	"39"	"39"	"0"	"0"	" "	" "	"0"	""
"HG02122.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"28"	"22"	"201"	"R+16189"	"0.796"	"R+16189"	"0.795"	"12"	"12"	"0"	"0"	" "	" "	"0"	""
"HG02127.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"42"	"14"	"158"	"M7c1a"	"0.921"	"M7c1a"	"0.910"	"33"	"33"	"0"	"0"	" "	" "	"0"	""
"HG02128.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"34"	"9"	"159"	"F1a1a"	"0.928"	"F1a1a"	"0.917"	"29"	"29"	"0"	"0"	" "	" "	"0"	""
"HG02130.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"26"	"15"	"1211"	"F2a+@16291"	"0.939"	"F2"	"0.877"	"23"	"23"	"1"	"0"	"0.992"	" "	"3"	"0.992 (1);"
"HG02131.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"28"	"12"	"1306"	"F2b1"	"0.954"	"F2b1"	"0.967"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG02133.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"29"	"22"	"1778"	"F1f"	"0.949"	"F1f"	"0.877"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG02134.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"24"	"30"	"1434"	"B4a1c4"	"0.773"	"B4a1c4"	"0.788"	"19"	"19"	"0"	"0"	" "	" "	"0"	""
"HG02136.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"34"	"19"	"1328"	"F1a1a1"	"0.948"	"F1a1a1"	"0.922"	"30"	"30"	"0"	"0"	" "	" "	"0"	""
"HG02137.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam"	"NO"	"47"	"26"	"1310"	"M7b1a1a2"	"0.945"	"M7b1a1a2"	"0.889"	"41"	"41"	"0"	"0"	" "	" "	"0"	""
"HG02138.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"31"	"20"	"2302"	"B5a1a"	"0.850"	"B5a1a"	"0.836"	"24"	"24"	"0"	"0"	" "	" "	"0"	""
"HG02139.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"33"	"11"	"2300"	"A+152+16362+200"	"0.889"	"A+152+16362"	"0.854"	"23"	"23"	"0"	"0"	" "	" "	"1"	""
"HG02140.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"34"	"24"	"1972"	"B5a1"	"0.742"	"B5a1"	"0.734"	"22"	"22"	"0"	"0"	" "	" "	"0"	""
"HG02141.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"43"	"6"	"2730"	"M7b1a1f"	"0.965"	"M7b1a1f"	"0.957"	"40"	"40"	"0"	"0"	" "	" "	"0"	""
"HG02142.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam"	"NO"	"43"	"9"	"142"	"M12a1a1"	"0.963"	"M12a1a1"	"0.949"	"40"	"40"	"0"	"0"	" "	" "	"0"	""
"HG02143.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam"	"NO"	"43"	"9"	"2478"	"L3k1"	"0.933"	"L3k1"	"0.917"	"37"	"37"	"0"	"0"	" "	" "	"0"	""
"HG02144.mapped.ILLUMINA.bwa.ACB.low_coverage.20120522.bam"	"NO"	"57"	"14"	"2987"	"L2c"	"0.965"	"L2c3"	"0.943"	"52"	"52"	"0"	"0"	" "	" "	"1"	""
"HG02146.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"29"	"28"	"1446"	"B2b"	"0.840"	"B2b"	"0.772"	"24"	"24"	"0"	"0"	" "	" "	"0"	""
"HG02147.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam"	"NO"	"38"	"13"	"1786"	"D1"	"0.952"	"D1"	"0.911"	"30"	"30"	"0"	"0"	" "	" "	"0"	""
"HG02150.mapped.ILLUMINA.bwa.PEL.low_coverage.20130415.bam"	"NO"	"29"	"21"	"150"	"B2"	"0.857"	"B2"	"0.768"	"22"	"22"	"0"	"0"	" "	" "	"0"	""
"HG02151.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam"	"NO"	"43"	"18"	"2093"	"C7a"	"0.972"	"C7a"	"0.963"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"HG02152.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam"	"NO"	"43"	"11"	"1220"	"D5b3"	"0.953"	"D5b3"	"0.948"	"37"	"37"	"0"	"0"	" "	" "	"0"	""
"HG02153.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam"	"NO"	"31"	"16"	"1491"	"F1f"	"0.955"	"F1f"	"0.935"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"HG02154.mapped.ILLUMINA.bwa.CDX.low_coverage.20130415.bam"	"YES"	"24"	"30"	"1551"	"D4j+(16286)"	"0.980"	"D5b3"	"0.927"	"24"	"24"	"5"	"8"	"0.988"	"0.011"	"8"	"0.008 - 0.017 (8);0.984 - 0.99 (5);"
